index,name,pixel,emotion
10174,face_10174.jpg,data/output/csv/Cropped Arrays/face_10174.jpg_10174.npy,6
10182,face_10182.jpg,data/output/csv/Cropped Arrays/face_10182.jpg_10182.npy,3
10187,face_10187.jpg,data/output/csv/Cropped Arrays/face_10187.jpg_10187.npy,3
10196,face_10196.jpg,data/output/csv/Cropped Arrays/face_10196.jpg_10196.npy,0
10198,face_10198.jpg,data/output/csv/Cropped Arrays/face_10198.jpg_10198.npy,3
10202,face_10202.jpg,data/output/csv/Cropped Arrays/face_10202.jpg_10202.npy,0
10203,face_10203.jpg,data/output/csv/Cropped Arrays/face_10203.jpg_10203.npy,3
10204,face_10204.jpg,data/output/csv/Cropped Arrays/face_10204.jpg_10204.npy,6
10207,face_10207.jpg,data/output/csv/Cropped Arrays/face_10207.jpg_10207.npy,0
10209,face_10209.jpg,data/output/csv/Cropped Arrays/face_10209.jpg_10209.npy,2
10212,face_10212.jpg,data/output/csv/Cropped Arrays/face_10212.jpg_10212.npy,2
10214,face_10214.jpg,data/output/csv/Cropped Arrays/face_10214.jpg_10214.npy,0
10218,face_10218.jpg,data/output/csv/Cropped Arrays/face_10218.jpg_10218.npy,3
10223,face_10223.jpg,data/output/csv/Cropped Arrays/face_10223.jpg_10223.npy,0
10225,face_10225.jpg,data/output/csv/Cropped Arrays/face_10225.jpg_10225.npy,4
10236,face_10236.jpg,data/output/csv/Cropped Arrays/face_10236.jpg_10236.npy,1
10239,face_10239.jpg,data/output/csv/Cropped Arrays/face_10239.jpg_10239.npy,6
10243,face_10243.jpg,data/output/csv/Cropped Arrays/face_10243.jpg_10243.npy,3
10263,face_10263.jpg,data/output/csv/Cropped Arrays/face_10263.jpg_10263.npy,2
10270,face_10270.jpg,data/output/csv/Cropped Arrays/face_10270.jpg_10270.npy,3
10271,face_10271.jpg,data/output/csv/Cropped Arrays/face_10271.jpg_10271.npy,6
10273,face_10273.jpg,data/output/csv/Cropped Arrays/face_10273.jpg_10273.npy,3
10278,face_10278.jpg,data/output/csv/Cropped Arrays/face_10278.jpg_10278.npy,2
10283,face_10283.jpg,data/output/csv/Cropped Arrays/face_10283.jpg_10283.npy,3
10284,face_10284.jpg,data/output/csv/Cropped Arrays/face_10284.jpg_10284.npy,3
10288,face_10288.jpg,data/output/csv/Cropped Arrays/face_10288.jpg_10288.npy,5
10294,face_10294.jpg,data/output/csv/Cropped Arrays/face_10294.jpg_10294.npy,6
10296,face_10296.jpg,data/output/csv/Cropped Arrays/face_10296.jpg_10296.npy,6
10298,face_10298.jpg,data/output/csv/Cropped Arrays/face_10298.jpg_10298.npy,3
10308,face_10308.jpg,data/output/csv/Cropped Arrays/face_10308.jpg_10308.npy,4
10309,face_10309.jpg,data/output/csv/Cropped Arrays/face_10309.jpg_10309.npy,6
10315,face_10315.jpg,data/output/csv/Cropped Arrays/face_10315.jpg_10315.npy,0
10316,face_10316.jpg,data/output/csv/Cropped Arrays/face_10316.jpg_10316.npy,1
10318,face_10318.jpg,data/output/csv/Cropped Arrays/face_10318.jpg_10318.npy,3
10319,face_10319.jpg,data/output/csv/Cropped Arrays/face_10319.jpg_10319.npy,2
10322,face_10322.jpg,data/output/csv/Cropped Arrays/face_10322.jpg_10322.npy,6
10324,face_10324.jpg,data/output/csv/Cropped Arrays/face_10324.jpg_10324.npy,2
10341,face_10341.jpg,data/output/csv/Cropped Arrays/face_10341.jpg_10341.npy,3
10343,face_10343.jpg,data/output/csv/Cropped Arrays/face_10343.jpg_10343.npy,3
10346,face_10346.jpg,data/output/csv/Cropped Arrays/face_10346.jpg_10346.npy,6
10365,face_10365.jpg,data/output/csv/Cropped Arrays/face_10365.jpg_10365.npy,5
10367,face_10367.jpg,data/output/csv/Cropped Arrays/face_10367.jpg_10367.npy,3
10370,face_10370.jpg,data/output/csv/Cropped Arrays/face_10370.jpg_10370.npy,3
10374,face_10374.jpg,data/output/csv/Cropped Arrays/face_10374.jpg_10374.npy,5
10377,face_10377.jpg,data/output/csv/Cropped Arrays/face_10377.jpg_10377.npy,0
10380,face_10380.jpg,data/output/csv/Cropped Arrays/face_10380.jpg_10380.npy,6
10381,face_10381.jpg,data/output/csv/Cropped Arrays/face_10381.jpg_10381.npy,6
10391,face_10391.jpg,data/output/csv/Cropped Arrays/face_10391.jpg_10391.npy,5
10394,face_10394.jpg,data/output/csv/Cropped Arrays/face_10394.jpg_10394.npy,0
10401,face_10401.jpg,data/output/csv/Cropped Arrays/face_10401.jpg_10401.npy,0
10404,face_10404.jpg,data/output/csv/Cropped Arrays/face_10404.jpg_10404.npy,6
10406,face_10406.jpg,data/output/csv/Cropped Arrays/face_10406.jpg_10406.npy,6
10410,face_10410.jpg,data/output/csv/Cropped Arrays/face_10410.jpg_10410.npy,5
10411,face_10411.jpg,data/output/csv/Cropped Arrays/face_10411.jpg_10411.npy,5
10417,face_10417.jpg,data/output/csv/Cropped Arrays/face_10417.jpg_10417.npy,5
10418,face_10418.jpg,data/output/csv/Cropped Arrays/face_10418.jpg_10418.npy,3
10421,face_10421.jpg,data/output/csv/Cropped Arrays/face_10421.jpg_10421.npy,6
10429,face_10429.jpg,data/output/csv/Cropped Arrays/face_10429.jpg_10429.npy,0
10432,face_10432.jpg,data/output/csv/Cropped Arrays/face_10432.jpg_10432.npy,3
10440,face_10440.jpg,data/output/csv/Cropped Arrays/face_10440.jpg_10440.npy,0
10442,face_10442.jpg,data/output/csv/Cropped Arrays/face_10442.jpg_10442.npy,2
10446,face_10446.jpg,data/output/csv/Cropped Arrays/face_10446.jpg_10446.npy,5
10447,face_10447.jpg,data/output/csv/Cropped Arrays/face_10447.jpg_10447.npy,3
10462,face_10462.jpg,data/output/csv/Cropped Arrays/face_10462.jpg_10462.npy,0
10465,face_10465.jpg,data/output/csv/Cropped Arrays/face_10465.jpg_10465.npy,3
10467,face_10467.jpg,data/output/csv/Cropped Arrays/face_10467.jpg_10467.npy,3
10476,face_10476.jpg,data/output/csv/Cropped Arrays/face_10476.jpg_10476.npy,2
10486,face_10486.jpg,data/output/csv/Cropped Arrays/face_10486.jpg_10486.npy,2
10489,face_10489.jpg,data/output/csv/Cropped Arrays/face_10489.jpg_10489.npy,2
10493,face_10493.jpg,data/output/csv/Cropped Arrays/face_10493.jpg_10493.npy,2
10496,face_10496.jpg,data/output/csv/Cropped Arrays/face_10496.jpg_10496.npy,6
10503,face_10503.jpg,data/output/csv/Cropped Arrays/face_10503.jpg_10503.npy,6
10505,face_10505.jpg,data/output/csv/Cropped Arrays/face_10505.jpg_10505.npy,5
10508,face_10508.jpg,data/output/csv/Cropped Arrays/face_10508.jpg_10508.npy,2
10514,face_10514.jpg,data/output/csv/Cropped Arrays/face_10514.jpg_10514.npy,3
10516,face_10516.jpg,data/output/csv/Cropped Arrays/face_10516.jpg_10516.npy,6
10518,face_10518.jpg,data/output/csv/Cropped Arrays/face_10518.jpg_10518.npy,6
10523,face_10523.jpg,data/output/csv/Cropped Arrays/face_10523.jpg_10523.npy,6
10524,face_10524.jpg,data/output/csv/Cropped Arrays/face_10524.jpg_10524.npy,2
10528,face_10528.jpg,data/output/csv/Cropped Arrays/face_10528.jpg_10528.npy,3
10535,face_10535.jpg,data/output/csv/Cropped Arrays/face_10535.jpg_10535.npy,6
10536,face_10536.jpg,data/output/csv/Cropped Arrays/face_10536.jpg_10536.npy,6
10537,face_10537.jpg,data/output/csv/Cropped Arrays/face_10537.jpg_10537.npy,3
10542,face_10542.jpg,data/output/csv/Cropped Arrays/face_10542.jpg_10542.npy,3
10545,face_10545.jpg,data/output/csv/Cropped Arrays/face_10545.jpg_10545.npy,5
10546,face_10546.jpg,data/output/csv/Cropped Arrays/face_10546.jpg_10546.npy,4
10559,face_10559.jpg,data/output/csv/Cropped Arrays/face_10559.jpg_10559.npy,4
10562,face_10562.jpg,data/output/csv/Cropped Arrays/face_10562.jpg_10562.npy,6
10566,face_10566.jpg,data/output/csv/Cropped Arrays/face_10566.jpg_10566.npy,5
10578,face_10578.jpg,data/output/csv/Cropped Arrays/face_10578.jpg_10578.npy,3
10581,face_10581.jpg,data/output/csv/Cropped Arrays/face_10581.jpg_10581.npy,4
10583,face_10583.jpg,data/output/csv/Cropped Arrays/face_10583.jpg_10583.npy,0
10585,face_10585.jpg,data/output/csv/Cropped Arrays/face_10585.jpg_10585.npy,5
10586,face_10586.jpg,data/output/csv/Cropped Arrays/face_10586.jpg_10586.npy,6
10587,face_10587.jpg,data/output/csv/Cropped Arrays/face_10587.jpg_10587.npy,3
10590,face_10590.jpg,data/output/csv/Cropped Arrays/face_10590.jpg_10590.npy,3
10594,face_10594.jpg,data/output/csv/Cropped Arrays/face_10594.jpg_10594.npy,3
10599,face_10599.jpg,data/output/csv/Cropped Arrays/face_10599.jpg_10599.npy,3
10600,face_10600.jpg,data/output/csv/Cropped Arrays/face_10600.jpg_10600.npy,6
10601,face_10601.jpg,data/output/csv/Cropped Arrays/face_10601.jpg_10601.npy,3
10606,face_10606.jpg,data/output/csv/Cropped Arrays/face_10606.jpg_10606.npy,1
10610,face_10610.jpg,data/output/csv/Cropped Arrays/face_10610.jpg_10610.npy,3
10614,face_10614.jpg,data/output/csv/Cropped Arrays/face_10614.jpg_10614.npy,2
10619,face_10619.jpg,data/output/csv/Cropped Arrays/face_10619.jpg_10619.npy,0
10622,face_10622.jpg,data/output/csv/Cropped Arrays/face_10622.jpg_10622.npy,3
10624,face_10624.jpg,data/output/csv/Cropped Arrays/face_10624.jpg_10624.npy,6
10625,face_10625.jpg,data/output/csv/Cropped Arrays/face_10625.jpg_10625.npy,5
10635,face_10635.jpg,data/output/csv/Cropped Arrays/face_10635.jpg_10635.npy,3
10637,face_10637.jpg,data/output/csv/Cropped Arrays/face_10637.jpg_10637.npy,4
10638,face_10638.jpg,data/output/csv/Cropped Arrays/face_10638.jpg_10638.npy,3
10640,face_10640.jpg,data/output/csv/Cropped Arrays/face_10640.jpg_10640.npy,3
10641,face_10641.jpg,data/output/csv/Cropped Arrays/face_10641.jpg_10641.npy,3
10643,face_10643.jpg,data/output/csv/Cropped Arrays/face_10643.jpg_10643.npy,5
10646,face_10646.jpg,data/output/csv/Cropped Arrays/face_10646.jpg_10646.npy,1
10653,face_10653.jpg,data/output/csv/Cropped Arrays/face_10653.jpg_10653.npy,6
10655,face_10655.jpg,data/output/csv/Cropped Arrays/face_10655.jpg_10655.npy,4
10662,face_10662.jpg,data/output/csv/Cropped Arrays/face_10662.jpg_10662.npy,2
10666,face_10666.jpg,data/output/csv/Cropped Arrays/face_10666.jpg_10666.npy,0
10668,face_10668.jpg,data/output/csv/Cropped Arrays/face_10668.jpg_10668.npy,5
10672,face_10672.jpg,data/output/csv/Cropped Arrays/face_10672.jpg_10672.npy,5
10676,face_10676.jpg,data/output/csv/Cropped Arrays/face_10676.jpg_10676.npy,6
10679,face_10679.jpg,data/output/csv/Cropped Arrays/face_10679.jpg_10679.npy,4
10681,face_10681.jpg,data/output/csv/Cropped Arrays/face_10681.jpg_10681.npy,3
10683,face_10683.jpg,data/output/csv/Cropped Arrays/face_10683.jpg_10683.npy,3
10684,face_10684.jpg,data/output/csv/Cropped Arrays/face_10684.jpg_10684.npy,6
10686,face_10686.jpg,data/output/csv/Cropped Arrays/face_10686.jpg_10686.npy,4
10687,face_10687.jpg,data/output/csv/Cropped Arrays/face_10687.jpg_10687.npy,2
10689,face_10689.jpg,data/output/csv/Cropped Arrays/face_10689.jpg_10689.npy,6
10691,face_10691.jpg,data/output/csv/Cropped Arrays/face_10691.jpg_10691.npy,3
10693,face_10693.jpg,data/output/csv/Cropped Arrays/face_10693.jpg_10693.npy,6
10697,face_10697.jpg,data/output/csv/Cropped Arrays/face_10697.jpg_10697.npy,3
10702,face_10702.jpg,data/output/csv/Cropped Arrays/face_10702.jpg_10702.npy,0
10704,face_10704.jpg,data/output/csv/Cropped Arrays/face_10704.jpg_10704.npy,6
10706,face_10706.jpg,data/output/csv/Cropped Arrays/face_10706.jpg_10706.npy,6
10712,face_10712.jpg,data/output/csv/Cropped Arrays/face_10712.jpg_10712.npy,6
10715,face_10715.jpg,data/output/csv/Cropped Arrays/face_10715.jpg_10715.npy,6
10717,face_10717.jpg,data/output/csv/Cropped Arrays/face_10717.jpg_10717.npy,6
10722,face_10722.jpg,data/output/csv/Cropped Arrays/face_10722.jpg_10722.npy,3
10730,face_10730.jpg,data/output/csv/Cropped Arrays/face_10730.jpg_10730.npy,3
10742,face_10742.jpg,data/output/csv/Cropped Arrays/face_10742.jpg_10742.npy,6
10744,face_10744.jpg,data/output/csv/Cropped Arrays/face_10744.jpg_10744.npy,5
10746,face_10746.jpg,data/output/csv/Cropped Arrays/face_10746.jpg_10746.npy,0
10752,face_10752.jpg,data/output/csv/Cropped Arrays/face_10752.jpg_10752.npy,3
10773,face_10773.jpg,data/output/csv/Cropped Arrays/face_10773.jpg_10773.npy,3
10778,face_10778.jpg,data/output/csv/Cropped Arrays/face_10778.jpg_10778.npy,6
10779,face_10779.jpg,data/output/csv/Cropped Arrays/face_10779.jpg_10779.npy,5
10781,face_10781.jpg,data/output/csv/Cropped Arrays/face_10781.jpg_10781.npy,6
10800,face_10800.jpg,data/output/csv/Cropped Arrays/face_10800.jpg_10800.npy,5
10823,face_10823.jpg,data/output/csv/Cropped Arrays/face_10823.jpg_10823.npy,0
10834,face_10834.jpg,data/output/csv/Cropped Arrays/face_10834.jpg_10834.npy,6
10840,face_10840.jpg,data/output/csv/Cropped Arrays/face_10840.jpg_10840.npy,4
10844,face_10844.jpg,data/output/csv/Cropped Arrays/face_10844.jpg_10844.npy,4
10845,face_10845.jpg,data/output/csv/Cropped Arrays/face_10845.jpg_10845.npy,2
10846,face_10846.jpg,data/output/csv/Cropped Arrays/face_10846.jpg_10846.npy,6
10848,face_10848.jpg,data/output/csv/Cropped Arrays/face_10848.jpg_10848.npy,4
10858,face_10858.jpg,data/output/csv/Cropped Arrays/face_10858.jpg_10858.npy,4
10870,face_10870.jpg,data/output/csv/Cropped Arrays/face_10870.jpg_10870.npy,3
10872,face_10872.jpg,data/output/csv/Cropped Arrays/face_10872.jpg_10872.npy,3
10874,face_10874.jpg,data/output/csv/Cropped Arrays/face_10874.jpg_10874.npy,0
10885,face_10885.jpg,data/output/csv/Cropped Arrays/face_10885.jpg_10885.npy,3
10886,face_10886.jpg,data/output/csv/Cropped Arrays/face_10886.jpg_10886.npy,5
10889,face_10889.jpg,data/output/csv/Cropped Arrays/face_10889.jpg_10889.npy,0
10894,face_10894.jpg,data/output/csv/Cropped Arrays/face_10894.jpg_10894.npy,0
10895,face_10895.jpg,data/output/csv/Cropped Arrays/face_10895.jpg_10895.npy,3
10929,face_10929.jpg,data/output/csv/Cropped Arrays/face_10929.jpg_10929.npy,3
10931,face_10931.jpg,data/output/csv/Cropped Arrays/face_10931.jpg_10931.npy,5
10934,face_10934.jpg,data/output/csv/Cropped Arrays/face_10934.jpg_10934.npy,2
10947,face_10947.jpg,data/output/csv/Cropped Arrays/face_10947.jpg_10947.npy,0
10963,face_10963.jpg,data/output/csv/Cropped Arrays/face_10963.jpg_10963.npy,5
10966,face_10966.jpg,data/output/csv/Cropped Arrays/face_10966.jpg_10966.npy,5
10970,face_10970.jpg,data/output/csv/Cropped Arrays/face_10970.jpg_10970.npy,0
10980,face_10980.jpg,data/output/csv/Cropped Arrays/face_10980.jpg_10980.npy,4
10986,face_10986.jpg,data/output/csv/Cropped Arrays/face_10986.jpg_10986.npy,4
10992,face_10992.jpg,data/output/csv/Cropped Arrays/face_10992.jpg_10992.npy,3
10995,face_10995.jpg,data/output/csv/Cropped Arrays/face_10995.jpg_10995.npy,4
10997,face_10997.jpg,data/output/csv/Cropped Arrays/face_10997.jpg_10997.npy,3
11002,face_11002.jpg,data/output/csv/Cropped Arrays/face_11002.jpg_11002.npy,0
11019,face_11019.jpg,data/output/csv/Cropped Arrays/face_11019.jpg_11019.npy,3
11020,face_11020.jpg,data/output/csv/Cropped Arrays/face_11020.jpg_11020.npy,6
11023,face_11023.jpg,data/output/csv/Cropped Arrays/face_11023.jpg_11023.npy,6
11036,face_11036.jpg,data/output/csv/Cropped Arrays/face_11036.jpg_11036.npy,2
11039,face_11039.jpg,data/output/csv/Cropped Arrays/face_11039.jpg_11039.npy,2
11051,face_11051.jpg,data/output/csv/Cropped Arrays/face_11051.jpg_11051.npy,6
11054,face_11054.jpg,data/output/csv/Cropped Arrays/face_11054.jpg_11054.npy,2
11056,face_11056.jpg,data/output/csv/Cropped Arrays/face_11056.jpg_11056.npy,3
11058,face_11058.jpg,data/output/csv/Cropped Arrays/face_11058.jpg_11058.npy,3
11059,face_11059.jpg,data/output/csv/Cropped Arrays/face_11059.jpg_11059.npy,3
11061,face_11061.jpg,data/output/csv/Cropped Arrays/face_11061.jpg_11061.npy,5
11067,face_11067.jpg,data/output/csv/Cropped Arrays/face_11067.jpg_11067.npy,3
11069,face_11069.jpg,data/output/csv/Cropped Arrays/face_11069.jpg_11069.npy,4
11070,face_11070.jpg,data/output/csv/Cropped Arrays/face_11070.jpg_11070.npy,6
11072,face_11072.jpg,data/output/csv/Cropped Arrays/face_11072.jpg_11072.npy,4
11077,face_11077.jpg,data/output/csv/Cropped Arrays/face_11077.jpg_11077.npy,3
11082,face_11082.jpg,data/output/csv/Cropped Arrays/face_11082.jpg_11082.npy,6
11083,face_11083.jpg,data/output/csv/Cropped Arrays/face_11083.jpg_11083.npy,0
11085,face_11085.jpg,data/output/csv/Cropped Arrays/face_11085.jpg_11085.npy,4
11086,face_11086.jpg,data/output/csv/Cropped Arrays/face_11086.jpg_11086.npy,6
11094,face_11094.jpg,data/output/csv/Cropped Arrays/face_11094.jpg_11094.npy,5
11102,face_11102.jpg,data/output/csv/Cropped Arrays/face_11102.jpg_11102.npy,0
11103,face_11103.jpg,data/output/csv/Cropped Arrays/face_11103.jpg_11103.npy,4
11105,face_11105.jpg,data/output/csv/Cropped Arrays/face_11105.jpg_11105.npy,2
11121,face_11121.jpg,data/output/csv/Cropped Arrays/face_11121.jpg_11121.npy,3
11123,face_11123.jpg,data/output/csv/Cropped Arrays/face_11123.jpg_11123.npy,6
11126,face_11126.jpg,data/output/csv/Cropped Arrays/face_11126.jpg_11126.npy,5
11135,face_11135.jpg,data/output/csv/Cropped Arrays/face_11135.jpg_11135.npy,6
11139,face_11139.jpg,data/output/csv/Cropped Arrays/face_11139.jpg_11139.npy,5
11144,face_11144.jpg,data/output/csv/Cropped Arrays/face_11144.jpg_11144.npy,3
11150,face_11150.jpg,data/output/csv/Cropped Arrays/face_11150.jpg_11150.npy,3
11164,face_11164.jpg,data/output/csv/Cropped Arrays/face_11164.jpg_11164.npy,3
11170,face_11170.jpg,data/output/csv/Cropped Arrays/face_11170.jpg_11170.npy,6
11171,face_11171.jpg,data/output/csv/Cropped Arrays/face_11171.jpg_11171.npy,6
11174,face_11174.jpg,data/output/csv/Cropped Arrays/face_11174.jpg_11174.npy,0
11181,face_11181.jpg,data/output/csv/Cropped Arrays/face_11181.jpg_11181.npy,0
11187,face_11187.jpg,data/output/csv/Cropped Arrays/face_11187.jpg_11187.npy,4
11196,face_11196.jpg,data/output/csv/Cropped Arrays/face_11196.jpg_11196.npy,6
11197,face_11197.jpg,data/output/csv/Cropped Arrays/face_11197.jpg_11197.npy,4
11199,face_11199.jpg,data/output/csv/Cropped Arrays/face_11199.jpg_11199.npy,5
11203,face_11203.jpg,data/output/csv/Cropped Arrays/face_11203.jpg_11203.npy,6
11204,face_11204.jpg,data/output/csv/Cropped Arrays/face_11204.jpg_11204.npy,3
11216,face_11216.jpg,data/output/csv/Cropped Arrays/face_11216.jpg_11216.npy,6
11225,face_11225.jpg,data/output/csv/Cropped Arrays/face_11225.jpg_11225.npy,3
11227,face_11227.jpg,data/output/csv/Cropped Arrays/face_11227.jpg_11227.npy,3
11231,face_11231.jpg,data/output/csv/Cropped Arrays/face_11231.jpg_11231.npy,2
11242,face_11242.jpg,data/output/csv/Cropped Arrays/face_11242.jpg_11242.npy,3
11245,face_11245.jpg,data/output/csv/Cropped Arrays/face_11245.jpg_11245.npy,3
11247,face_11247.jpg,data/output/csv/Cropped Arrays/face_11247.jpg_11247.npy,5
11248,face_11248.jpg,data/output/csv/Cropped Arrays/face_11248.jpg_11248.npy,6
11250,face_11250.jpg,data/output/csv/Cropped Arrays/face_11250.jpg_11250.npy,1
11252,face_11252.jpg,data/output/csv/Cropped Arrays/face_11252.jpg_11252.npy,6
11259,face_11259.jpg,data/output/csv/Cropped Arrays/face_11259.jpg_11259.npy,4
11263,face_11263.jpg,data/output/csv/Cropped Arrays/face_11263.jpg_11263.npy,6
11266,face_11266.jpg,data/output/csv/Cropped Arrays/face_11266.jpg_11266.npy,0
11275,face_11275.jpg,data/output/csv/Cropped Arrays/face_11275.jpg_11275.npy,6
11277,face_11277.jpg,data/output/csv/Cropped Arrays/face_11277.jpg_11277.npy,6
11285,face_11285.jpg,data/output/csv/Cropped Arrays/face_11285.jpg_11285.npy,3
11290,face_11290.jpg,data/output/csv/Cropped Arrays/face_11290.jpg_11290.npy,4
11298,face_11298.jpg,data/output/csv/Cropped Arrays/face_11298.jpg_11298.npy,4
11306,face_11306.jpg,data/output/csv/Cropped Arrays/face_11306.jpg_11306.npy,4
11308,face_11308.jpg,data/output/csv/Cropped Arrays/face_11308.jpg_11308.npy,6
11309,face_11309.jpg,data/output/csv/Cropped Arrays/face_11309.jpg_11309.npy,6
11314,face_11314.jpg,data/output/csv/Cropped Arrays/face_11314.jpg_11314.npy,6
11317,face_11317.jpg,data/output/csv/Cropped Arrays/face_11317.jpg_11317.npy,6
11318,face_11318.jpg,data/output/csv/Cropped Arrays/face_11318.jpg_11318.npy,4
11322,face_11322.jpg,data/output/csv/Cropped Arrays/face_11322.jpg_11322.npy,4
11325,face_11325.jpg,data/output/csv/Cropped Arrays/face_11325.jpg_11325.npy,0
11338,face_11338.jpg,data/output/csv/Cropped Arrays/face_11338.jpg_11338.npy,2
11339,face_11339.jpg,data/output/csv/Cropped Arrays/face_11339.jpg_11339.npy,5
11356,face_11356.jpg,data/output/csv/Cropped Arrays/face_11356.jpg_11356.npy,3
11360,face_11360.jpg,data/output/csv/Cropped Arrays/face_11360.jpg_11360.npy,2
11368,face_11368.jpg,data/output/csv/Cropped Arrays/face_11368.jpg_11368.npy,6
11380,face_11380.jpg,data/output/csv/Cropped Arrays/face_11380.jpg_11380.npy,4
11381,face_11381.jpg,data/output/csv/Cropped Arrays/face_11381.jpg_11381.npy,2
11385,face_11385.jpg,data/output/csv/Cropped Arrays/face_11385.jpg_11385.npy,0
11387,face_11387.jpg,data/output/csv/Cropped Arrays/face_11387.jpg_11387.npy,6
11401,face_11401.jpg,data/output/csv/Cropped Arrays/face_11401.jpg_11401.npy,4
11403,face_11403.jpg,data/output/csv/Cropped Arrays/face_11403.jpg_11403.npy,0
11406,face_11406.jpg,data/output/csv/Cropped Arrays/face_11406.jpg_11406.npy,6
11411,face_11411.jpg,data/output/csv/Cropped Arrays/face_11411.jpg_11411.npy,0
11414,face_11414.jpg,data/output/csv/Cropped Arrays/face_11414.jpg_11414.npy,5
11422,face_11422.jpg,data/output/csv/Cropped Arrays/face_11422.jpg_11422.npy,3
11437,face_11437.jpg,data/output/csv/Cropped Arrays/face_11437.jpg_11437.npy,6
11438,face_11438.jpg,data/output/csv/Cropped Arrays/face_11438.jpg_11438.npy,6
11440,face_11440.jpg,data/output/csv/Cropped Arrays/face_11440.jpg_11440.npy,6
11441,face_11441.jpg,data/output/csv/Cropped Arrays/face_11441.jpg_11441.npy,6
11447,face_11447.jpg,data/output/csv/Cropped Arrays/face_11447.jpg_11447.npy,3
11455,face_11455.jpg,data/output/csv/Cropped Arrays/face_11455.jpg_11455.npy,6
11458,face_11458.jpg,data/output/csv/Cropped Arrays/face_11458.jpg_11458.npy,0
11464,face_11464.jpg,data/output/csv/Cropped Arrays/face_11464.jpg_11464.npy,0
11465,face_11465.jpg,data/output/csv/Cropped Arrays/face_11465.jpg_11465.npy,2
11470,face_11470.jpg,data/output/csv/Cropped Arrays/face_11470.jpg_11470.npy,3
11485,face_11485.jpg,data/output/csv/Cropped Arrays/face_11485.jpg_11485.npy,6
11490,face_11490.jpg,data/output/csv/Cropped Arrays/face_11490.jpg_11490.npy,6
11492,face_11492.jpg,data/output/csv/Cropped Arrays/face_11492.jpg_11492.npy,3
11493,face_11493.jpg,data/output/csv/Cropped Arrays/face_11493.jpg_11493.npy,3
11500,face_11500.jpg,data/output/csv/Cropped Arrays/face_11500.jpg_11500.npy,3
11510,face_11510.jpg,data/output/csv/Cropped Arrays/face_11510.jpg_11510.npy,4
11515,face_11515.jpg,data/output/csv/Cropped Arrays/face_11515.jpg_11515.npy,3
11518,face_11518.jpg,data/output/csv/Cropped Arrays/face_11518.jpg_11518.npy,6
11536,face_11536.jpg,data/output/csv/Cropped Arrays/face_11536.jpg_11536.npy,2
11550,face_11550.jpg,data/output/csv/Cropped Arrays/face_11550.jpg_11550.npy,0
11552,face_11552.jpg,data/output/csv/Cropped Arrays/face_11552.jpg_11552.npy,3
11553,face_11553.jpg,data/output/csv/Cropped Arrays/face_11553.jpg_11553.npy,3
11554,face_11554.jpg,data/output/csv/Cropped Arrays/face_11554.jpg_11554.npy,3
11563,face_11563.jpg,data/output/csv/Cropped Arrays/face_11563.jpg_11563.npy,6
11565,face_11565.jpg,data/output/csv/Cropped Arrays/face_11565.jpg_11565.npy,3
11578,face_11578.jpg,data/output/csv/Cropped Arrays/face_11578.jpg_11578.npy,2
11583,face_11583.jpg,data/output/csv/Cropped Arrays/face_11583.jpg_11583.npy,3
11593,face_11593.jpg,data/output/csv/Cropped Arrays/face_11593.jpg_11593.npy,5
11595,face_11595.jpg,data/output/csv/Cropped Arrays/face_11595.jpg_11595.npy,4
11603,face_11603.jpg,data/output/csv/Cropped Arrays/face_11603.jpg_11603.npy,6
11609,face_11609.jpg,data/output/csv/Cropped Arrays/face_11609.jpg_11609.npy,6
11612,face_11612.jpg,data/output/csv/Cropped Arrays/face_11612.jpg_11612.npy,2
11614,face_11614.jpg,data/output/csv/Cropped Arrays/face_11614.jpg_11614.npy,3
11623,face_11623.jpg,data/output/csv/Cropped Arrays/face_11623.jpg_11623.npy,0
11636,face_11636.jpg,data/output/csv/Cropped Arrays/face_11636.jpg_11636.npy,2
11641,face_11641.jpg,data/output/csv/Cropped Arrays/face_11641.jpg_11641.npy,0
11650,face_11650.jpg,data/output/csv/Cropped Arrays/face_11650.jpg_11650.npy,3
11655,face_11655.jpg,data/output/csv/Cropped Arrays/face_11655.jpg_11655.npy,6
11661,face_11661.jpg,data/output/csv/Cropped Arrays/face_11661.jpg_11661.npy,2
11663,face_11663.jpg,data/output/csv/Cropped Arrays/face_11663.jpg_11663.npy,6
11667,face_11667.jpg,data/output/csv/Cropped Arrays/face_11667.jpg_11667.npy,5
11668,face_11668.jpg,data/output/csv/Cropped Arrays/face_11668.jpg_11668.npy,5
11683,face_11683.jpg,data/output/csv/Cropped Arrays/face_11683.jpg_11683.npy,3
11685,face_11685.jpg,data/output/csv/Cropped Arrays/face_11685.jpg_11685.npy,3
11686,face_11686.jpg,data/output/csv/Cropped Arrays/face_11686.jpg_11686.npy,6
11688,face_11688.jpg,data/output/csv/Cropped Arrays/face_11688.jpg_11688.npy,0
11689,face_11689.jpg,data/output/csv/Cropped Arrays/face_11689.jpg_11689.npy,6
11695,face_11695.jpg,data/output/csv/Cropped Arrays/face_11695.jpg_11695.npy,3
11698,face_11698.jpg,data/output/csv/Cropped Arrays/face_11698.jpg_11698.npy,6
11702,face_11702.jpg,data/output/csv/Cropped Arrays/face_11702.jpg_11702.npy,3
